gene,assigned_count,unassigned_count,total_qv_gene_count,unassigned_fraction
FNDC3A,103811,32188,135999,0.23667821086919758
PRPSAP1,168664,32166,200830,0.16016531394711944
TYMP,152787,32144,184931,0.17381618008878988
FLOT2,117178,32109,149287,0.21508235814237006
PPT1,105617,32074,137691,0.23294187710162612
TACC1,45823,32051,77874,0.4115751085086165
TMEM64,125737,32021,157758,0.20297544340065163
KIF16B,155174,31999,187173,0.17095948667809993
PRXL2A,130169,31949,162118,0.1970725027449142
ILF3,161049,31926,192975,0.16544111931597358
SF3B1,154166,31923,186089,0.1715469479657583
BPNT2,118005,31882,149887,0.21270690586908805
ZNF652,106395,31855,138250,0.23041591320072333
DSTN,89193,31749,120942,0.2625142630351739
PPP1CA,108519,31729,140248,0.22623495522217785
TMED2,101290,31704,132994,0.2383866941365776
USP34,139788,31677,171465,0.18474324206106202
MPP7,130240,31661,161901,0.1955577791366329
EXOC7,130094,31642,161736,0.19563980808230697
GID8,103652,31635,135287,0.2338362148617384
TMEM230,97797,31634,129431,0.24440821750585254
CDC42SE1,173441,31600,205041,0.1541155183597427
SLC12A2,151608,31599,183207,0.1724770341744584
NIBAN2,106184,31595,137779,0.22931651412769724
DARS1,104113,31592,135705,0.23279908625326995
CERS4,153540,31565,185105,0.17052483725453121
TUFM,115580,31530,147110,0.21432941336414926
NUFIP2,139123,31502,170625,0.18462710622710624
ATG3,96092,31499,127591,0.24687477956909187
SMOC2,50807,31470,82277,0.382488423253157
NFIB,66335,31453,97788,0.32164478259091095
DDX6,91106,31450,122556,0.2566173830738601
DBNL,135778,31408,167186,0.18786262007584367
YWHAQ,118126,31403,149529,0.21001277344194103
CENPB,81800,31388,113188,0.27730854860939325
TMED4,188292,31375,219667,0.14282982878629927
SLC1A5,125825,31373,157198,0.19957633048766524
DPYSL2,42315,31284,73599,0.42506012309949864
PSMC5,124976,31245,156221,0.2000051209504484
AKAP13,125033,31178,156211,0.1995890174187477
TMEM164,161946,31126,193072,0.16121446921355764
YY1,100836,31121,131957,0.23584197882643587
CCT6A,113910,31106,145016,0.21450046891377503
BLVRA,110738,31066,141804,0.21907703590871908
MTPN,70972,31065,102037,0.3044483863696502
CIB1,101976,31038,133014,0.23334385854120618
TPI1,92741,31033,123774,0.2507230920871912
ATP2C1,116911,30999,147910,0.20958015009127173
BNIP2,116010,30975,146985,0.21073578936626186
DCTN1,99031,30974,130005,0.23825237490865736
F13A1,24454,30961,55415,0.5587115401966977
COL5A2,57706,30941,88647,0.3490360643902219
COMMD6,72601,30853,103454,0.29822916465288923
PPP2R1A,85632,30835,116467,0.26475310603003427
SLC30A9,111749,30814,142563,0.21614303851630506
ANAPC16,94915,30804,125719,0.24502262983319945
CLDND1,151060,30774,181834,0.16924227592199478
BTBD1,86680,30730,117410,0.2617323907673963
EIF1B,78038,30730,108768,0.2825279493968814
MAF1,95789,30716,126505,0.2428046322279752
ASAH1,80123,30695,110818,0.2769856882455919
C3,41724,30692,72416,0.42382898806893504
ZFP36L1,87931,30683,118614,0.2586794138971791
KIF13A,103799,30675,134474,0.22811101030682512
MAF,44809,30579,75388,0.4056215843370298
VASP,94005,30565,124570,0.24536405234004977
TNIP1,82798,30561,113359,0.2695948270538731
MYC,106701,30552,137253,0.22259622740486545
PECAM1,66306,30549,96855,0.31540963295648133
TMEM109,113450,30544,143994,0.21211994944233786
ZFR,112370,30530,142900,0.21364590622813157
STAT1,75812,30497,106309,0.2868712902952713
GOLIM4,50844,30470,81314,0.3747202203802543
BACH1,106543,30467,137010,0.22237062988103057
RAP1A,84979,30447,115426,0.26377939112504983
PIP4K2A,107493,30424,137917,0.2205964456883488
EVL,266900,30415,297315,0.10229890856499
ERBB3,166101,30368,196469,0.15456891417984517
CLNS1A,91389,30364,121753,0.2493901587640551
AMFR,124042,30307,154349,0.19635371787313166
CD9,126404,30291,156695,0.1933118478573024
SGPL1,126870,30228,157098,0.1924149257151587
SOS2,118026,30225,148251,0.2038772082481737
TAB2,76940,30183,107123,0.2817602195606919
SZRD1,77331,30166,107497,0.28062178479399424
RPN2,109251,30146,139397,0.21626003429055143
SNX17,98059,30105,128164,0.2348943541087981
FAM162A,84336,30071,114407,0.26284230859999824
IGF1R,184200,30038,214238,0.14020855310449126
PALLD,58792,30020,88812,0.3380173850380579
HM13,133997,30009,164006,0.1829750131092765
SHC1,132161,29963,162124,0.18481532654017913
CUTA,95470,29861,125331,0.23825709521187893
FBXO7,101867,29799,131666,0.2263226649248857
IDH2,115048,29788,144836,0.20566709933994312
CPNE3,106061,29744,135805,0.2190199182651596
OSTF1,103271,29742,133013,0.2236022042958207
GRHL2,183915,29732,213647,0.13916413523241608
YTHDC1,119808,29714,149522,0.19872660879335483
NR2F1,37566,29690,67256,0.44144760318781967
TM9SF3,119849,29659,149508,0.19837734435615487
KDELR2,103016,29599,132615,0.2231949628624213
DLG5,204121,29594,233715,0.12662430738292366
DCTN4,101336,29592,130928,0.22601735304900403
USP9X,101314,29584,130898,0.22600803679200598
TRIM8,90293,29527,119820,0.24642797529627775
TRAF7,104225,29525,133750,0.22074766355140188
POLR2A,88512,29506,118018,0.2500127099256046
NNMT,39551,29462,69013,0.42690507585527365
DIDO1,136426,29447,165873,0.17752738540931917
CHD3,116488,29446,145934,0.20177614538078859
PTPRA,91060,29442,120502,0.24432789497269755
SEC62,93104,29430,122534,0.24017823624463414
COPA,112406,29398,141804,0.2073143211757073
PBX1,104124,29379,133503,0.22006247050628075
JAK1,79707,29364,109071,0.2692191324916797
SOS1,93230,29361,122591,0.23950371560718162
CCDC47,121567,29354,150921,0.194499108805269
IPO5,103983,29345,133328,0.2200963038521541
CRTAP,43803,29338,73141,0.4011156533271353
REPIN1,152758,29273,182031,0.16081326806972437
COL5A1,48857,29264,78121,0.3745983794370272
FBXL5,99231,29226,128457,0.22751582241528293
KIAA0930,104861,29221,134082,0.2179338017034352
ARCN1,79118,29208,108326,0.26963055960711185
THBS2,52784,29171,81955,0.35593923494600693
MACROH2A1,125062,29165,154227,0.18910437212680012
TNRC18,132362,29142,161504,0.18044135129780067
TXNL1,82540,29125,111665,0.26082478842967804
CIAO1,124355,29079,153434,0.1895212273681192
TIA1,230141,29028,259169,0.11200413629716517
ZDHHC5,130284,29013,159297,0.182131490235221
GAS6,67417,29005,96422,0.30081309244778165
SECISBP2,135431,29001,164432,0.17637077941033374
MEGF9,129615,28994,158609,0.18280173256246493
PHC2,76396,28984,105380,0.2750427026001139
CWC15,73268,28977,102245,0.28340750158931977
MGAT1,91672,28964,120636,0.2400941675785006
SRSF1,146610,28923,175533,0.1647724359522141
GGA2,169869,28861,198730,0.14522719267347659
NCOR2,102338,28846,131184,0.21988962068544946
PKN1,89021,28837,117858,0.24467579629723904
UBE2R2,104961,28812,133773,0.21537978515844006
PHLDB1,77362,28798,106160,0.27126978146194425
HSPA5,109074,28758,137832,0.20864530733066342
PAK4,109567,28755,138322,0.20788450138083603
HOOK3,136528,28740,165268,0.17389936345814072
CDH11,55988,28706,84694,0.3389378232224243
DLG1,128183,28704,156887,0.18295970985486368
SREBF2,122493,28694,151187,0.1897914503231098
VWF,78000,28683,106683,0.2688619555130621
MAPK9,110924,28680,139604,0.20543823959198876
SLC35E1,112209,28648,140857,0.20338357341133206
ELF2,147178,28628,175806,0.16283858343856297
IGF2R,109509,28621,138130,0.20720335915441976
SYNPO2,76611,28605,105216,0.27186929744525545
FCGRT,84912,28602,113514,0.25196892013319944
SH3GLB1,80728,28598,109326,0.26158461848050785
PPP6R3,126993,28584,155577,0.18372895736516323
FKBP5,130000,28557,158557,0.18010557717413928
WIPI1,123018,28520,151538,0.18820361889427076
HLA-E,48636,28512,77148,0.36957536164255717
EIF2S3,85635,28486,114121,0.2496122536605883
OGT,218622,28486,247108,0.11527753047250595
DDX1,100115,28450,128565,0.22128884221988876
ATPAF1,95862,28428,124290,0.2287231474776732
PAPSS1,91878,28413,120291,0.2362022096416191
PSMB7,105477,28381,133858,0.21202318875225987
CDC16,118403,28374,146777,0.1933136663101167
GAK,205054,28357,233411,0.12148956133172815
EMP2,102945,28336,131281,0.21584235342509578
SF1,94860,28335,123195,0.23000121758188238
CTSF,98620,28303,126923,0.22299346848089
ITPRIPL2,33648,28279,61927,0.45665057244820517
DAB2,42233,28274,70507,0.4010098288113237
NADK,108200,28259,136459,0.20708784323496435
RNF141,93429,28257,121686,0.23221241556136285
ZMYM2,138268,28212,166480,0.16946179721287843
TXNDC15,91483,28161,119644,0.23537327404633746
MAP4K5,95565,28140,123705,0.22747665817873167
ACTR1B,117233,28136,145369,0.1935488309061767
CAPN2,123279,28124,151403,0.18575589651460012
BAG1,94295,28100,122395,0.22958454185219984
KIAA0319L,143618,28049,171667,0.16339191574385292
SEC24D,123824,28023,151847,0.18454760383807384
VPS4B,101134,28016,129150,0.21692605497483547
PSMB1,88527,28016,116543,0.2403919583329758
ARHGAP5,91678,27997,119675,0.23394192604971797
ATE1,115874,27996,143870,0.1945923403072218
RAB14,93172,27944,121116,0.23072096172264606
PTPN18,157186,27942,185128,0.15093340823646342
KIDINS220,113679,27932,141611,0.1972445643346915
DR1,70352,27896,98248,0.2839345330184838
TCEAL9,62388,27883,90271,0.3088810359916252
PCMT1,110874,27876,138750,0.2009081081081081
MREG,114928,27876,142804,0.19520461611719558
RBL2,120879,27797,148676,0.1869635986978396
LATS1,94382,27754,122136,0.22723848824261478
SNRNP200,120964,27752,148716,0.1866107211060007
YPEL2,124060,27752,151812,0.1828050483492741
STUB1,104121,27712,131833,0.21020533553814294
COL6A3,46212,27706,73918,0.37482074731459186
HUWE1,103486,27680,131166,0.2110302974856289
TC2N,122806,27667,150473,0.18386687312674035
FTSJ3,125963,27647,153610,0.17998177202005078
CBX5,94417,27646,122063,0.2264895996329764
RMND5A,94264,27600,121864,0.2264819799120331
USP48,142476,27595,170071,0.1622557637692493
SRI,86701,27593,114294,0.24142124695959544
DIAPH1,98645,27563,126208,0.21839344574036512
RELL1,120967,27558,148525,0.18554452112438982
MSL1,98663,27551,126214,0.21828798706958025
LITAF,84709,27540,112249,0.2453473973042076
THSD4,202228,27527,229755,0.11981023263911558
TMEM167B,98807,27520,126327,0.21784733271588813
GANAB,111516,27501,139017,0.19782472647230195
TRAPPC3,94058,27496,121554,0.22620399164157493
GOLGA2,105587,27487,133074,0.2065542480123841
NDUFA10,100578,27455,128033,0.21443690298594895
NT5C,162338,27435,189773,0.14456745690904396
POLR2H,132667,27434,160101,0.17135433257756041
NDUFS8,99610,27433,127043,0.21593476224585376
PGD,90580,27399,117979,0.23223624543350935
CDR2,86320,27364,113684,0.24070229759684741
DDX39B,308973,27335,336308,0.08127966031138123
SRP54,124423,27332,151755,0.18010609205627492
CUEDC1,127778,27329,155107,0.17619449799170894
VIRMA,104998,27317,132315,0.20645429467558477
SMG1,406730,27316,434046,0.06293342180321901
LRBA,175343,27265,202608,0.1345702045328911
TCEA3,118525,27263,145788,0.187004417373172
ZNF92,90520,27262,117782,0.2314615136438505
RAB3IP,147419,27257,174676,0.15604318853191051
PNPLA2,142830,27210,170040,0.1600211714890614
KDELR1,73606,27167,100773,0.2695860994512419
SMC4,100837,27164,128001,0.21221709205396833
FOSL2,108040,27106,135146,0.20056827431074542
MT2A,48369,27096,75465,0.35905386603061024
GCC2,105685,27096,132781,0.20406534067374096
CELSR1,198124,27094,225218,0.12030121926311396
PLXND1,109335,27079,136414,0.19850601844385474
ZBTB7B,108472,27078,135550,0.1997639247510144
DAD1,91789,27047,118836,0.22759938065905955
DHRS7,93754,27042,120796,0.22386502864333255
LARP4B,113787,27040,140827,0.19200863470783303
PPP1CB,71146,27038,98184,0.27538091746109344
GOLM1,85483,27001,112484,0.2400430283418086
RNF168,85287,26997,112284,0.2404349684728011
PLSCR1,65596,26974,92570,0.29139029923301285
AP3B1,112522,26922,139444,0.19306675081036115
CDC123,105681,26913,132594,0.20297298520295037
DYNLT1,79554,26909,106463,0.252754478081587
UBE2B,75174,26903,102077,0.26355594306259
GARS1,96979,26903,123882,0.21716633570655947
RBM47,103369,26898,130267,0.20648360674614447
RSAD1,115014,26866,141880,0.18935720327036934
HMGB2,77339,26853,104192,0.257726121007371
SMARCC2,109195,26843,136038,0.1973198665078875
JAG1,140231,26839,167070,0.16064523852277487
KLHDC2,119610,26825,146435,0.1831870795916277
TPP2,151736,26814,178550,0.15017642117054048
SAMHD1,48182,26814,74996,0.35753906875033337
IRS1,99357,26812,126169,0.21250861939145116
SSR3,87594,26799,114393,0.23427132779103615
MYL12B,77028,26795,103823,0.25808346898086165
LPP,113504,26793,140297,0.19097343492733274
MAN2A1,83675,26781,110456,0.2424585355254581
ERO1A,113754,26777,140531,0.19054158868861676
PTP4A2,79827,26685,106512,0.2505351509689049
SMARCA4,117538,26619,144157,0.18465284377449587
SELENOW,82901,26618,109519,0.24304458587094477
ZNF146,95499,26612,122111,0.21793286436111406
TLE5,76903,26612,103515,0.25708351446650246
CLPTM1L,108735,26608,135343,0.1965967948102229
C1QA,27764,26608,54372,0.48936952843375264
UBL3,79310,26595,105905,0.2511212879467447
DEPTOR,97122,26590,123712,0.2149346870150026
DNAJB2,95046,26579,121625,0.21853237410071943
TNFRSF1A,101527,26507,128034,0.20703094490525953
SNX14,266626,26495,293121,0.0903892931587979
RAB12,91740,26453,118193,0.22381190087399422
CFLAR,121851,26453,148304,0.1783701046499083
CNOT2,132836,26446,159282,0.1660325711630944
SAFB2,148540,26426,174966,0.1510350582398866
WASL,69318,26425,95743,0.2759992897653092
COX6C,83961,26421,110382,0.23935967820840354
SCPEP1,81674,26415,108089,0.2443819445086919
IARS2,118709,26411,145120,0.18199421168687982
S100A11,69768,26403,96171,0.2745422216676545
GUCD1,101203,26388,127591,0.20681709524966493
ELOVL2,155254,26361,181615,0.14514770255760812
STK24,87379,26349,113728,0.23168436972425435
FBXW5,95190,26270,121460,0.21628519677260002
RCN2,107051,26269,133320,0.19703720372037203
HOMER2,112807,26255,139062,0.18880067883390142
CASC3,87830,26250,114080,0.23010168302945302
PLD3,78342,26221,104563,0.250767479892505
RNF139,106049,26220,132269,0.19823239005360288
RREB1,107565,26215,133780,0.19595604724174018
CEBPZ,95710,26174,121884,0.21474516753634604
SMC1A,105064,26170,131234,0.19941478580245972
TIMM17A,90538,26125,116663,0.223935609404867
CTSS,37997,26057,64054,0.40679738970243856
GFRA1,136194,26048,162242,0.16055028907434574
STAT6,107868,26021,133889,0.19434755655804434
SPART,65326,26009,91335,0.2847648765533476
PREB,95951,25997,121948,0.21318102797913865
STT3A,99833,25974,125807,0.2064591000500767
CTHRC1,27207,25965,53172,0.48832092078537576
GPBP1L1,106633,25952,132585,0.19573858279594222
UBR5,127330,25952,153282,0.16930885557338762
MAPK1IP1L,86166,25935,112101,0.2313538683865443
KIAA1522,119968,25906,145874,0.17759162016534819
HIPK2,74871,25905,100776,0.2570552512502977
AIMP1,99721,25888,125609,0.20609988137792673
STX3,130796,25837,156633,0.16495246850919026
YWHAZ,82387,25831,108218,0.23869411742963278
C7,41059,25823,66882,0.38609790377082026
GATAD2A,89641,25800,115441,0.22349078750184076
TBC1D9B,88923,25798,114721,0.22487600352158715
ALCAM,127922,25796,153718,0.16781378888614215
CCNL1,172090,25780,197870,0.1302875625410623
ACTN1,79366,25733,105099,0.24484533630196292
NPC2,58729,25726,84455,0.3046119235095613
ACP5,77167,25722,102889,0.24999757019700844
CCNC,84817,25718,110535,0.2326683855792283
NDUFS1,89175,25697,114872,0.22370116303363743
MRTFB,115398,25692,141090,0.18209653412715288
IGSF8,117180,25673,142853,0.17971621177014133
SETX,125267,25663,150930,0.1700324653813026
FGL2,40850,25662,66512,0.385825114265095
PCDH18,50838,25644,76482,0.3352945791166549
DTX3L,78605,25643,104248,0.24598073823958252
REL,121722,25631,147353,0.17394284473339533
EIF3B,95912,25628,121540,0.21086062201744282
TMCC1,94355,25624,119979,0.21357070820726962
KMT5B,91281,25612,116893,0.2191063622287049
SELENBP1,143348,25607,168955,0.1515610665561836
TJP1,96228,25597,121825,0.21011286681715577
PAFAH1B2,82417,25570,107987,0.23678776148980896
CPD,106567,25541,132108,0.19333424168104885
BARX2,92470,25523,117993,0.21630944208554745
PPP4C,100026,25495,125521,0.20311342325188614
ARHGEF12,58420,25494,83914,0.30381104464094194
ERP44,106312,25476,131788,0.1933104683279206
TSPAN3,69502,25464,94966,0.26813807046732513
GOLGA3,90210,25462,115672,0.22012241510477903
SCAMP2,96084,25440,121524,0.20934136466870742
VGLL4,93312,25379,118691,0.21382413156852667
GM2A,63111,25369,88480,0.28672016274864376
IAH1,101600,25369,126969,0.19980467673211572
SLC44A4,129385,25367,154752,0.1639203370554177
SMARCC1,110808,25362,136170,0.1862524785194977
NEU1,96941,25341,122282,0.20723409823195565
SUZ12,86101,25337,111438,0.22736409483300132
CTSA,100428,25323,125751,0.2013741441419949
LEO1,100964,25299,126263,0.20036748691223874
MOCS2,75176,25289,100465,0.25171950430498186
TIMP2,26352,25265,51617,0.48947052327721485
UBE2Z,104080,25260,129340,0.19529921138085665
ADAM10,117565,25253,142818,0.17681944852889692
UBP1,82673,25226,107899,0.23379271355619607
DYRK1A,94432,25216,119648,0.21075153784434342
CNDP2,92928,25202,118130,0.2133412342334716
IGHG1,19852,25180,45032,0.5591579321371469
KCTD3,123531,25172,148703,0.16927701525860273
TCEAL8,54802,25164,79966,0.3146837405897506
PPP6C,78728,25147,103875,0.24208904933814682
LIMS1,73295,25122,98417,0.2552607781176016
NOTCH3,88350,25121,113471,0.22138696230754995
BMPR1B,102595,25112,127707,0.1966376157923998
TMBIM1,83445,25084,108529,0.23112716416810253
SLC44A2,99948,25070,125018,0.20053112351821337
OBSL1,123153,25070,148223,0.16913704350876718
SMIM7,98440,25056,123496,0.20288916240202112
LRP10,95942,25056,120998,0.20707780293889155
TOMM70,77826,25053,102879,0.24351908552765872
HEBP2,80329,25047,105376,0.23769169450349226
TMA7,78163,24983,103146,0.24221007116126655
GSTO1,68883,24970,93853,0.26605436160804663
EEF2,58503,24966,83469,0.2991050569672573
ERGIC1,111322,24958,136280,0.18313765776342825
SF3A2,91574,24943,116517,0.21407176635169117
SORBS3,60838,24927,85765,0.29064303620357956
LSM14B,105132,24926,130058,0.1916529548355349
PDCD10,86172,24918,111090,0.2243046178773967
NEDD4L,122715,24910,147625,0.16873835732430145
GRAMD1A,109271,24910,134181,0.1856447634165791
POLDIP2,87428,24883,112311,0.22155443367078914
ARMT1,109390,24880,134270,0.185298279585909
ATN1,105739,24878,130617,0.19046525337436934
YAP1,64788,24848,89636,0.2772100495336695
AUP1,121703,24830,146533,0.1694498850088376
IGFBP5,29514,24828,54342,0.45688417798387987
LONP2,86559,24812,111371,0.2227869014375376
BCCIP,83711,24812,108523,0.2286335615491647
NDUFB10,77733,24808,102541,0.2419324952945651
PITPNC1,122013,24785,146798,0.16883745010150003
SCFD1,99223,24778,124001,0.19982096918573236
ABLIM1,59432,24777,84209,0.29423220795876925
PMVK,82251,24774,107025,0.23147862648913806
ATP6V1C1,83756,24768,108524,0.22822601452213334
